assignment_id,apartment_id,service_type,device_id,plan_id,effective_from,effective_to,assignment_status
ASG-R-010-022,APT-010-022,RENTAL,RNT-010-022,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-023,APT-010-023,WATER,WTR-010-023,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-023,APT-010-023,RENTAL,RNT-010-023,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-024,APT-010-024,WATER,WTR-010-024,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-024,APT-010-024,RENTAL,RNT-010-024,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-025,APT-010-025,WATER,WTR-010-025,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-025,APT-010-025,RENTAL,RNT-010-025,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-026,APT-010-026,WATER,WTR-010-026,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-026,APT-010-026,RENTAL,RNT-010-026,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-027,APT-010-027,WATER,WTR-010-027,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-027,APT-010-027,RENTAL,RNT-010-027,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-028,APT-010-028,WATER,WTR-010-028,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-028,APT-010-028,RENTAL,RNT-010-028,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-029,APT-010-029,WATER,WTR-010-029,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-029,APT-010-029,RENTAL,RNT-010-029,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-030,APT-010-030,WATER,WTR-010-030,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-030,APT-010-030,RENTAL,RNT-010-030,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-031,APT-010-031,WATER,WTR-010-031,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-031,APT-010-031,RENTAL,RNT-010-031,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-032,APT-010-032,WATER,WTR-010-032,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-032,APT-010-032,RENTAL,RNT-010-032,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-033,APT-010-033,WATER,WTR-010-033,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-033,APT-010-033,RENTAL,RNT-010-033,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-034,APT-010-034,WATER,WTR-010-034,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-034,APT-010-034,RENTAL,RNT-010-034,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-035,APT-010-035,WATER,WTR-010-035,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-035,APT-010-035,RENTAL,RNT-010-035,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-036,APT-010-036,WATER,WTR-010-036,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-036,APT-010-036,RENTAL,RNT-010-036,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-037,APT-010-037,WATER,WTR-010-037,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-037,APT-010-037,RENTAL,RNT-010-037,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-038,APT-010-038,WATER,WTR-010-038,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-038,APT-010-038,RENTAL,RNT-010-038,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-039,APT-010-039,WATER,WTR-010-039,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-039,APT-010-039,RENTAL,RNT-010-039,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-040,APT-010-040,WATER,WTR-010-040,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-040,APT-010-040,RENTAL,RNT-010-040,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-041,APT-010-041,WATER,WTR-010-041,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-041,APT-010-041,RENTAL,RNT-010-041,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-042,APT-010-042,WATER,WTR-010-042,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-042,APT-010-042,RENTAL,RNT-010-042,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-043,APT-010-043,WATER,WTR-010-043,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-043,APT-010-043,RENTAL,RNT-010-043,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-044,APT-010-044,WATER,WTR-010-044,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-044,APT-010-044,RENTAL,RNT-010-044,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-045,APT-010-045,WATER,WTR-010-045,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-045,APT-010-045,RENTAL,RNT-010-045,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-046,APT-010-046,WATER,WTR-010-046,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-046,APT-010-046,RENTAL,RNT-010-046,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-047,APT-010-047,WATER,WTR-010-047,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-047,APT-010-047,RENTAL,RNT-010-047,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-048,APT-010-048,WATER,WTR-010-048,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-048,APT-010-048,RENTAL,RNT-010-048,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-049,APT-010-049,WATER,WTR-010-049,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-049,APT-010-049,RENTAL,RNT-010-049,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-050,APT-010-050,WATER,WTR-010-050,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-050,APT-010-050,RENTAL,RNT-010-050,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
